job_state,job_region,Sector,Company_Age,Avg_Company_Revenue,Avg_Company_Size,Job_Title,Avg_Salary,Min_Salary,Max_Salary,Usr_Rating,Python_y_n,R_y_n,Spark_y_n,AWS_y_n,Excel_y_n
MA,Northeast,Biotech & Pharmaceuticals,190,15000000000.0,10000,Research Scientist,84.5,58,111,3.9,0,0,0,1,0
TN,Southeast,Information Technology,14,150000000.0,3000,Data Engineer,102.5,72,133,4.4,1,0,1,1,0
PA,Northeast,Education,36,1500000000.0,750,Research Scientist,73.5,56,91,2.6,0,0,0,0,1
OH,Midwest,Government,53,75000000.0,750,Research Scientist,93.5,61,126,3.6,1,0,0,0,0
PA,Northeast,Business Services,0,7500000.0,25,Data Scientist,127.5,95,160,3.2,0,0,0,0,1
UT,West,Non-Profit,0,15000000000.0,10000,Data Analyst,72.0,53,91,4.2,0,0,0,0,0
MA,Northeast,Insurance,169,15000000000.0,7500,Research Scientist,129.5,101,158,3.6,1,0,1,1,1
UT,West,Manufacturing,43,750000000.0,3000,Data Analyst,47.0,33,61,3.1,1,0,0,0,1
AL,Southeast,Consumer Services,6,1500000000.0,750,Data Engineer,65.0,44,86,3.8,1,0,1,1,1
WI,Midwest,Finance,150,1500000000.0,3000,Data Analyst,60.0,43,77,3.8,0,0,0,1,1
NY,Northeast,Biotech & Pharmaceuticals,171,15000000000.0,10000,Data Scientist,167.5,125,210,4.0,0,0,0,1,1
NY,Northeast,Travel & Tourism,18,3000000000.0,3000,Data Analyst,65.0,44,86,3.8,0,0,0,0,1
VA,Southeast,Information Technology,8,150000000.0,750,Data Analyst,94.0,69,119,4.0,1,0,0,0,0
NY,Northeast,Retail,10,150000000.0,350,Data Analyst,87.5,65,110,1.9,1,0,0,0,1
VA,Southeast,Information Technology,8,150000000.0,750,Data Engineer,97.0,67,127,4.0,1,0,1,1,0
NC,Southeast,Information Technology,30,1500000000.0,7500,Data Engineer,112.5,78,147,4.3,1,0,1,1,0
MA,Northeast,Insurance,169,15000000000.0,7500,Research Scientist,91.5,66,117,3.6,0,0,1,1,1
IN,Midwest,Insurance,108,15000000000.0,10000,Data Engineer,51.5,37,66,3.3,1,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,24,15000000000.0,10000,Data Scientist,114.5,86,143,3.8,0,0,0,0,0
NY,Northeast,Business Services,9,15000000.0,350,Data Scientist,115.0,84,146,4.3,1,0,1,1,0
PA,Northeast,Business Services,0,7500000.0,25,Manager,74.0,50,98,3.2,1,0,0,1,0
CA,West,Business Services,48,15000000.0,125,Research Scientist,51.0,38,64,4.7,0,0,0,0,1
AZ,Southwest,Health Care,39,1500000000.0,750,Data Engineer,100.0,90,110,3.4,0,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,24,15000000000.0,10000,Data Scientist,121.0,92,150,3.8,0,0,0,0,0
CA,West,Information Technology,14,150000000.0,350,Data Scientist,121.5,90,153,4.5,0,0,0,0,0
MA,Northeast,Finance,164,15000000000.0,10000,Data Scientist,62.5,43,82,3.1,1,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,0,1500000000.0,0,Research Scientist,117.5,100,135,0.0,0,0,0,0,1
FL,Southeast,Information Technology,8,1500000000.0,350,Data Scientist,122.0,93,151,3.9,1,0,0,1,0
VA,Southeast,Information Technology,16,150000000.0,125,Data Engineer,85.0,61,109,4.4,1,0,1,1,0
AZ,Southwest,Information Technology,18,75000000.0,750,Data Engineer,60.5,42,79,3.4,1,0,1,1,0
CA,West,Finance,11,75000000.0,125,Data Scientist,180.0,139,221,3.9,1,0,0,0,1
MO,Midwest,Finance,18,150000000.0,3000,Research Scientist,70.5,40,101,4.7,0,0,1,0,1
VA,Southeast,Aerospace & Defense,3,1500000000.0,3000,Data Engineer,118.5,84,153,3.3,1,0,1,0,0
IL,Midwest,Information Technology,25,150000000.0,750,Research Scientist,66.5,52,81,3.9,1,0,0,0,0
MA,Northeast,Business Services,77,150000000.0,3000,Data Scientist,107.5,81,134,3.4,0,0,1,0,1
TX,Southwest,Business Services,10,15000000.0,125,Data Engineer,138.5,97,180,4.7,1,0,1,0,0
MD,Northeast,Biotech & Pharmaceuticals,59,37500000.0,350,Research Scientist,81.0,49,113,2.7,0,0,0,0,0
IL,Midwest,Insurance,95,3000000000.0,3000,Data Engineer,58.5,44,73,3.8,1,0,1,0,1
IL,Midwest,Transportation & Logistics,15,3000000000.0,3000,Data Engineer,107.5,75,140,3.4,0,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,12,75000000.0,750,Research Scientist,120.5,84,157,3.8,0,0,0,0,0
CA,West,Information Technology,13,15000000.0,350,Data Scientist,63.5,40,87,3.9,1,0,1,0,0
KY,Southeast,Manufacturing,145,15000000000.0,7500,Research Scientist,103.5,68,139,3.1,0,0,0,0,0
CA,West,Information Technology,39,1500000000.0,7500,Data Scientist,107.0,72,142,4.1,1,0,0,0,1
VA,Southeast,Aerospace & Defense,0,3000000000.0,7500,Data Engineer,105.5,74,137,3.7,1,0,1,0,0
CA,West,Insurance,48,750000000.0,750,Data Engineer,83.0,57,109,2.8,0,0,0,0,0
CA,West,Information Technology,13,150000000.0,3000,Data Engineer,162.0,121,203,4.0,1,0,1,1,1
CA,West,Information Technology,51,1500000000.0,3000,Data Scientist,68.5,52,85,3.5,1,0,1,0,1
OH,Midwest,Insurance,42,7500000000.0,10000,Data Scientist,110.5,81,140,3.4,0,0,0,0,1
IA,Midwest,Insurance,0,150000000.0,350,Data Engineer,115.5,83,148,3.7,1,0,0,0,1
CA,West,Biotech & Pharmaceuticals,26,1500000000.0,750,Research Scientist,87.5,59,116,3.0,0,0,0,0,1
WA,West,"Oil, Gas, Energy & Utilities",55,750000000.0,3000,Data Scientist,80.5,60,101,3.8,0,0,0,0,0
IA,Midwest,Finance,28,150000000.0,750,Data Scientist,43.0,31,55,4.6,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,17,1500000000.0,350,Director,140.0,102,178,4.4,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,171,15000000000.0,10000,Director,172.0,136,208,4.0,0,0,0,1,0
MA,Northeast,Biotech & Pharmaceuticals,0,150000000.0,0,Research Scientist,120.0,110,130,0.0,0,0,0,0,0
PA,Northeast,Insurance,37,7500000000.0,7500,Data Analyst,66.5,48,85,3.0,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,26,1500000000.0,750,Research Scientist,100.0,71,129,3.0,0,0,0,0,1
CA,West,Business Services,14,1500000.0,125,Data Engineer,94.5,66,123,4.7,1,0,0,1,0
CA,West,Health Care,9,1500000000.0,750,Data Scientist,221.5,171,272,4.2,1,0,0,0,1
WA,West,"Oil, Gas, Energy & Utilities",55,750000000.0,3000,Data Scientist,119.0,92,146,3.8,0,0,0,0,0
IL,Midwest,Business Services,25,75000000.0,350,Data Engineer,95.5,65,126,3.5,1,0,0,0,0
IL,Midwest,Insurance,108,15000000000.0,10000,Data Scientist,194.5,150,239,3.3,1,0,0,0,0
NE,Midwest,Health Care,24,15000000000.0,10000,Research Scientist,25.0,42,58,3.2,0,0,0,0,0
TN,Southeast,Finance,20,3000000000.0,7500,Data Analyst,13.5,20,34,2.7,0,0,0,0,1
NJ,Northeast,Finance,47,1500000000.0,3000,Data Analyst,173.0,118,228,3.3,1,0,0,0,1
TX,Southwest,Education,0,1500000000.0,750,Data Scientist,105.5,82,129,3.7,1,0,0,1,0
TX,Southwest,Business Services,73,750000000.0,3000,Research Scientist,71.5,52,91,3.9,1,0,0,1,1
NC,Southeast,Manufacturing,145,15000000000.0,7500,Research Scientist,74.0,47,101,3.1,0,0,0,0,1
AL,Southeast,Aerospace & Defense,98,15000000000.0,10000,Data Engineer,62.5,49,76,3.7,0,0,0,0,1
NC,Southeast,Business Services,62,750000000.0,3000,Research Scientist,65.5,43,88,4.3,0,0,0,0,0
PA,Northeast,Retail,72,7500000000.0,10000,Data Scientist,85.0,61,109,3.8,1,0,0,0,0
MD,Northeast,Biotech & Pharmaceuticals,107,15000000000.0,10000,Data Scientist,147.5,113,182,3.9,1,0,0,0,1
NJ,Northeast,Business Services,31,150000000.0,3000,Data Scientist,161.5,124,199,3.6,1,0,0,1,1
VA,Southeast,Health Care,121,1500000000.0,10000,Data Engineer,81.0,58,104,3.7,0,0,0,0,1
PA,Northeast,Biotech & Pharmaceuticals,17,150000000.0,3000,Data Analyst,72.5,52,93,2.1,0,0,0,0,1
CA,West,Information Technology,12,15000000.0,125,Data Engineer,139.0,97,181,3.9,1,0,0,1,1
CA,West,Information Technology,13,15000000.0,350,Data Engineer,136.5,100,173,3.9,0,0,0,0,0
NY,Northeast,Information Technology,12,1500000000.0,350,Data Analyst,83.0,58,108,3.2,1,0,1,0,1
MA,Northeast,Business Services,29,7500000.0,125,Research Scientist,121.0,81,161,4.6,0,0,0,1,1
NY,Northeast,Travel & Tourism,18,3000000000.0,3000,Data Scientist,74.5,53,96,3.8,1,0,1,0,0
CA,West,Retail,18,1500000000.0,750,Data Analyst,85.5,61,110,2.2,0,0,0,0,1
NC,Southeast,Manufacturing,145,15000000000.0,7500,Research Scientist,80.5,65,96,3.1,0,0,0,0,1
MA,Northeast,Business Services,29,7500000.0,125,Research Scientist,167.5,115,220,4.6,0,0,0,0,0
PA,Northeast,Education,36,1500000000.0,750,Machine Learning Engineer,107.5,71,144,2.6,1,0,0,0,0
WA,West,Non-Profit,41,37500000.0,750,Data Analyst,44.5,32,57,3.4,0,0,0,1,1
MD,Northeast,Health Care,131,750000000.0,3000,Data Analyst,107.5,79,136,3.3,0,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,0,150000000.0,0,Research Scientist,132.5,120,145,0.0,0,0,0,0,0
PA,Northeast,Health Care,26,750000000.0,350,Data Analyst,69.5,50,89,3.7,0,0,0,0,1
CA,West,Information Technology,50,15000000000.0,10000,Data Engineer,98.5,68,129,3.5,1,0,1,1,0
MD,Northeast,Biotech & Pharmaceuticals,59,37500000.0,350,Research Scientist,80.5,48,113,2.7,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,12,15000000.0,125,Research Scientist,37.0,54,94,3.8,0,0,0,0,1
MD,Northeast,Aerospace & Defense,98,15000000000.0,10000,Research Scientist,99.0,74,124,3.7,1,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,12,75000000.0,750,Manager,96.5,68,125,3.8,0,0,0,0,1
MA,Northeast,Insurance,108,15000000000.0,10000,Data Scientist,53.0,39,67,3.3,0,0,0,0,0
CA,West,Information Technology,9,750000.0,25,Data Engineer,103.0,71,135,2.7,0,0,1,1,0
CA,West,Finance,14,75000000.0,750,Data Scientist,139.5,107,172,3.8,0,0,0,0,0
WA,West,"Oil, Gas, Energy & Utilities",55,750000000.0,3000,Data Scientist,67.0,49,85,3.8,0,0,0,0,0
CT,Northeast,Information Technology,39,15000000000.0,10000,Research Scientist,62.5,54,71,3.0,0,0,0,0,1
MD,Northeast,Biotech & Pharmaceuticals,107,15000000000.0,10000,Research Scientist,92.0,61,123,3.9,0,0,0,0,0
NY,Northeast,Health Care,40,15000000.0,25,Data Analyst,66.0,47,85,3.6,0,0,0,0,1
CA,West,Health Care,7,1500000000.0,750,Data Engineer,94.5,65,124,3.5,1,0,1,1,1
NJ,Northeast,Business Services,31,150000000.0,3000,Data Scientist,114.0,87,141,3.6,1,0,0,1,1
NY,Northeast,Education,8,150000000.0,125,Data Scientist,75.5,56,95,4.2,1,0,0,1,0
MO,Midwest,Education,0,7500000.0,25,Data Scientist,96.0,71,121,3.5,0,0,0,0,1
VA,Southeast,Aerospace & Defense,66,150000000.0,750,Machine Learning Engineer,87.0,62,112,4.0,1,0,0,0,0
MD,Northeast,Information Technology,14,37500000.0,350,Data Scientist,86.0,64,108,3.7,1,0,0,0,1
CA,West,Information Technology,8,750000.0,25,Data Scientist,116.5,89,144,4.4,1,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,10,1500000000.0,3000,Research Scientist,154.5,109,200,3.5,1,0,0,0,1
CA,West,"Arts, Entertainment & Recreation",34,150000000.0,3000,Data Analyst,48.5,35,62,3.6,0,0,0,0,1
KS,Midwest,Finance,47,750000000.0,750,Machine Learning Engineer,87.0,61,113,3.7,1,0,0,0,1
TX,Southwest,Information Technology,18,1500000000.0,750,Data Engineer,80.0,55,105,3.4,1,0,1,0,1
TX,Southwest,Health Care,43,75000000.0,3000,Research Scientist,21.5,36,50,4.0,0,0,0,1,0
CA,West,Aerospace & Defense,81,15000000000.0,10000,Data Scientist,173.0,135,211,3.7,1,0,0,0,0
IL,Midwest,Manufacturing,0,150000000.0,750,Research Scientist,52.5,39,66,2.4,0,0,0,0,0
AZ,Southwest,Biotech & Pharmaceuticals,23,1500000000.0,750,Data Engineer,68.5,57,80,3.5,1,0,1,0,0
MD,Northeast,Biotech & Pharmaceuticals,107,15000000000.0,10000,Research Scientist,95.0,63,127,3.9,0,0,0,0,0
MA,Northeast,Government,62,1500000000.0,7500,Data Scientist,69.5,50,89,3.2,1,0,0,0,1
OH,Midwest,Mining & Metals,135,1500000000.0,350,Data Scientist,107.0,82,132,4.4,1,0,0,1,0
VA,Southeast,Information Technology,10,150000000.0,750,Data Scientist,112.0,85,139,3.9,1,0,1,0,0
DC,Northeast,Business Services,23,15000000.0,125,Data Scientist,96.5,72,121,3.4,1,0,0,0,0
CA,West,Biotech & Pharmaceuticals,0,37500000.0,350,Research Scientist,111.5,74,149,2.1,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,239,15000000000.0,10000,Data Engineer,154.5,113,196,3.7,0,0,1,1,1
NY,Northeast,Health Care,9,1500000000.0,350,Data Scientist,95.0,69,121,3.4,1,0,1,1,0
NY,Northeast,Consumer Services,13,1500000000.0,750,Data Scientist,97.5,71,124,4.0,1,0,0,0,1
IL,Midwest,Business Services,12,75000000.0,350,Data Scientist,128.5,97,160,4.4,1,0,0,1,1
PA,Northeast,Education,36,1500000000.0,750,Machine Learning Engineer,124.0,81,167,2.6,0,0,0,0,0
CA,West,Information Technology,14,1500000000.0,750,Data Scientist,194.0,150,238,3.2,0,0,0,1,1
CO,West,Health Care,54,150000000.0,750,Research Scientist,31.5,48,78,3.7,0,0,0,0,0
UT,West,Non-Profit,0,15000000000.0,10000,Data Analyst,50.0,35,65,4.2,0,0,0,1,1
NY,Northeast,Business Services,15,1500000000.0,350,Data Scientist,104.5,77,132,3.5,1,0,1,1,1
AZ,Southwest,Information Technology,51,75000000.0,350,Data Scientist,69.5,51,88,4.3,1,0,0,0,1
CA,West,Education,23,15000000000.0,10000,Data Scientist,121.0,101,141,2.6,1,0,0,0,0
NC,Southeast,Information Technology,12,1500000000.0,350,Data Engineer,85.5,59,112,4.2,1,0,0,0,1
CA,West,Media,23,15000000000.0,3000,Data Engineer,113.0,79,147,3.1,1,0,1,1,1
CA,West,Manufacturing,15,37500000.0,350,Data Scientist,103.0,79,127,3.8,1,0,0,1,0
MA,Northeast,Biotech & Pharmaceuticals,190,15000000000.0,10000,Research Scientist,90.5,62,119,3.9,0,0,0,1,0
CA,West,Information Technology,12,150000000.0,125,Data Scientist,153.0,119,187,4.3,1,0,1,0,1
VA,Southeast,Government,62,1500000000.0,7500,Data Scientist,106.5,81,132,3.2,1,0,1,0,1
MI,Midwest,Information Technology,9,150000000.0,125,Data Scientist,130.0,120,140,5.0,0,0,0,0,1
CA,West,Business Services,32,3000000000.0,3000,Data Analyst,123.5,90,157,3.3,0,0,0,0,1
NY,Northeast,Information Technology,21,750000000.0,3000,Research Scientist,86.5,63,110,4.3,0,0,0,1,1
CA,West,Health Care,24,750000000.0,750,Data Scientist,64.0,42,86,3.5,0,0,0,0,0
NY,Northeast,Information Technology,10,15000000.0,350,Data Analyst,47.0,32,62,3.9,0,0,1,0,0
CA,West,Information Technology,38,7500000000.0,10000,Data Scientist,162.0,116,208,4.0,1,0,0,0,1
MD,Northeast,Biotech & Pharmaceuticals,107,15000000000.0,10000,Data Scientist,140.0,107,173,3.9,1,0,0,0,1
WA,West,Information Technology,0,7500000.0,125,Data Scientist,89.0,65,113,3.4,0,0,0,0,0
TN,Southeast,Retail,62,15000000000.0,10000,Data Engineer,98.0,69,127,3.0,1,0,0,0,0
NY,Northeast,Biotech & Pharmaceuticals,107,15000000000.0,10000,Data Scientist,137.0,102,172,3.9,1,0,0,0,0
CO,West,Insurance,105,750000000.0,750,Data Engineer,99.0,74,124,4.0,1,0,0,1,0
WI,Midwest,Manufacturing,56,1500000000.0,750,Research Scientist,54.0,40,68,3.3,0,0,0,0,0
TN,Southeast,Health Care,16,150000000.0,3000,Data Engineer,109.0,76,142,3.2,0,0,0,1,1
MD,Northeast,Information Technology,21,37500000.0,350,Data Engineer,109.0,76,142,3.4,0,0,0,1,0
MA,Northeast,Information Technology,36,1500000000.0,3000,Data Scientist,139.5,108,171,4.4,1,0,0,0,0
IL,Midwest,Insurance,108,15000000000.0,10000,Data Scientist,254.0,202,306,3.3,1,0,0,0,0
NY,Northeast,Information Technology,45,150000000.0,3000,Machine Learning Engineer,125.0,91,159,3.2,1,0,0,1,1
MA,Northeast,Biotech & Pharmaceuticals,24,15000000000.0,10000,Data Scientist,106.5,80,133,3.8,1,0,0,0,0
DE,Northeast,Health Care,85,150000000.0,3000,Research Scientist,27.5,42,68,3.6,0,0,0,0,0
CA,West,Biotech & Pharmaceuticals,8,1500000000.0,350,Research Scientist,73.0,49,97,2.9,0,0,0,0,0
MD,Northeast,Biotech & Pharmaceuticals,59,37500000.0,350,Research Scientist,81.0,49,113,2.7,0,0,0,0,1
PA,Northeast,Business Services,0,7500000.0,25,Data Scientist,128.5,96,161,3.2,1,0,1,1,0
NC,Southeast,Manufacturing,145,15000000000.0,7500,Research Scientist,99.5,65,134,3.1,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,14,1500000000.0,750,Research Scientist,92.0,59,125,4.0,0,0,0,1,1
OH,Midwest,Insurance,31,750000000.0,750,Data Analyst,45.5,32,59,3.3,0,0,0,0,0
IN,Midwest,Business Services,24,37500000.0,125,Data Engineer,122.5,87,158,4.5,1,0,1,1,0
FL,Southeast,Information Technology,43,150000000.0,3000,Data Analyst,37.5,27,48,3.0,0,0,0,0,1
MA,Northeast,Insurance,168,7500000000.0,7500,Data Analyst,54.0,39,69,3.7,0,0,0,0,0
NY,Northeast,Travel & Tourism,18,3000000000.0,3000,Data Analyst,53.5,36,71,3.8,1,0,0,0,1
IL,Midwest,Finance,52,1500000000.0,7500,Data Scientist,140.0,107,173,3.9,1,0,0,0,1
VA,Southeast,Government,62,1500000000.0,7500,Data Scientist,77.5,56,99,3.2,0,0,0,0,0
MA,Northeast,"Construction, Repair & Maintenance",44,750000.0,25,Research Scientist,26.5,50,56,3.3,0,0,0,0,1
NC,Southeast,Manufacturing,145,15000000000.0,7500,Research Scientist,117.5,80,155,3.1,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,14,75000000.0,750,Research Scientist,70.5,43,98,2.4,0,0,0,0,0
CA,West,Information Technology,9,37500000.0,125,Manager,61.5,45,78,4.8,0,0,0,0,1
GA,Southeast,Biotech & Pharmaceuticals,5,150000000.0,3000,Research Scientist,80.0,50,110,2.9,0,0,0,0,1
NY,Northeast,Biotech & Pharmaceuticals,5,150000000.0,3000,Research Scientist,70.0,44,96,2.9,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,0,150000000.0,0,Research Scientist,120.0,100,140,0.0,0,0,0,0,1
MA,Northeast,Insurance,32,150000000.0,3000,Data Engineer,90.0,61,119,3.4,0,0,1,0,1
CA,West,Education,13,750000.0,25,Machine Learning Engineer,111.0,80,142,4.1,1,0,0,1,1
CA,West,Information Technology,12,150000000.0,125,Data Analyst,138.5,99,178,3.9,1,0,0,0,0
MA,Northeast,Insurance,169,15000000000.0,7500,Data Scientist,68.5,37,100,3.6,0,0,0,0,1
CA,West,Information Technology,9,150000000.0,350,Data Engineer,87.5,62,113,3.9,1,0,0,1,1
PA,Northeast,Biotech & Pharmaceuticals,3,3000000000.0,10000,Data Scientist,111.5,86,137,3.6,0,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,190,15000000000.0,10000,Research Scientist,84.5,58,111,3.9,0,0,0,1,0
TN,Southeast,Information Technology,14,150000000.0,3000,Data Engineer,102.5,72,133,4.4,1,0,1,1,0
PA,Northeast,Education,36,1500000000.0,750,Research Scientist,73.5,56,91,2.6,0,0,0,0,1
PA,Northeast,Business Services,0,7500000.0,25,Data Scientist,127.5,95,160,3.2,0,0,0,0,1
OH,Midwest,Government,53,75000000.0,750,Research Scientist,93.5,61,126,3.6,1,0,0,0,0
